id,text,audio,speaker_id,split,human_label,expected_issue,human_note
aishell_BAC009S0002W0269,以及塑造并定义未来增长途径的发展,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0269.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0270,演讲者,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0270.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0271,总经济师高级研究总监,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0271.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0272,周群,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0272.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0273,捷孚凯市场咨询中国有限公司,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0273.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0274,亚洲传媒的未来与黎瑞刚的炉边谈话,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0274.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0275,五月二十五日周一,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0275.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0276,嘉里大酒店三楼多功能厅三,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0276.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0277,科技在电影电视和数字制作领域的影响力,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0277.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0278,以及对其内容分发营销和货币化的影响,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0278.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0279,主持人,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0279.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0280,华为手机,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0280.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0281,华人文化产业投资基金,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0281.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0282,五月二十五日周一,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0282.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0283,嘉里大酒店三楼浦东宴会厅三,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0283.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0284,专家们讨论物联网产品的影响,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0284.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0285,包括哪些应用领域将获得广泛普及发生最大变化,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0285.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0286,主持人周,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0286.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0287,演讲者,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0287.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0288,爱特梅尔,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0288.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0289,亚太高科技与电子产业主管,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0289.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0290,埃森哲,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0290.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0291,张程,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0291.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0292,首席执行官兼联合创始人,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0292.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0293,迈外迪网络科技有限公司,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0293.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0294,五月二十六日周二,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0294.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0295,嘉里大酒店三楼浦东宴会厅五,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0295.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0296,京东已构建了完整开放的智能生态系统,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0296.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0297,演讲者翁志,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0297.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0298,可穿戴产品技术革命,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0298.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0299,五月二十六日周二,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0299.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0300,嘉里大酒店三楼浦东宴会厅三,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0300.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0301,从智能手表到带嵌入式电子的健身手镯珠宝和衣服,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0301.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0302,博士,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0302.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0303,比如有参观者要合照,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0303.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0304,它会主动说不如搂着我的腰吧,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0304.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0305,类似的机器人在国内部分银行网点已经在使用,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0305.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0306,看点二它主动送上热咖啡,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0306.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0307,昨日当有人上到机器人大世界二楼的时候,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0307.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0308,稳稳地将将稳稳地将咖啡递到客户面前,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0308.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0309,主要运用在国内的一些餐厅里,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0309.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0310,据机器人服务员的生产厂家介绍,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0310.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0311,这样的一台服务型机器人售价约五万元左右,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0311.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0312,只要提前设置好程序规划好路线,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0312.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0313,机器人就会来到顾客的座位前,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0313.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0314,顾客只需点击机器人脸部的显示屏,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0314.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0315,选好自己喜欢的饮料品种,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0315.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0316,餐厅的制作台就会实时收到订单消息,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0316.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0317,机器人会自动走到餐台拿餐点,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0317.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0318,再折返将东西送到顾客的桌前,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0318.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0319,看点三它们是国内第一代消防机器人,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0319.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0320,昨日亮相的还有国内第一代消防机器人,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0320.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0321,有效保护消防员的人身安全,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0321.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0322,消防机器人制造商表示,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0322.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0323,在人员不易接近的火灾扑救等领域,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0323.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0324,帮助消防员及时扑灭火灾,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0324.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0325,看点四它琴棋书画样样精,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0325.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0326,很多机器人都能下棋,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0326.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0327,现场的工作人员拿起五子棋在棋盘上放下,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0327.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0328,机器人就能用灵敏的手抓起棋子,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0328.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0329,和人进行对弈比拼棋艺,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0329.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0330,据参展单位负责人介绍,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0330.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0331,类似的五子棋机器人,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0331.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0332,机器人都被提前输入五子棋棋谱程序,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0332.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0333,有兴趣的市民届时可以到展位前和机器人对弈一番,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0333.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0334,看看谁的棋艺更加精湛,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0334.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0335,它们的才艺还包括绘画,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0335.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0336,市民只需拿起手机拍下照片,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0336.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0337,通过无线蓝牙传到电脑上,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0337.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0338,杭州成功获得二零二二年亚运会举办权,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0338.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0339,杭州的申办工作一路走得胸有成竹,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0339.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0340,杭州正式提出申办二零二二年第十九届亚运会,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0340.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0341,便为这次申办展开了紧锣密鼓的筹备工作,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0341.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0342,作为浙江省省会城市的杭州,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0342.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0343,杭州奥体中心仅与西湖区一江之隔,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0343.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0344,即将于二零一七年交付使用,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0344.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0345,包括八万人主体育场游泳馆等,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0345.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0346,可举办全国性洲际性世界性的体育赛事,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0346.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0347,二零一八年还将举办第十四届世界短池游泳锦标赛,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0347.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0348,为杭州概念股涨停点赞,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0348.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0349,虽然杭州将为亚运会投入多少还没有官方声音流出,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0349.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0350,总计或超越五年前的广州亚运会,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0350.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0351,达到一千二百多亿人民币,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0351.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0352,据上海证券报报道,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0352.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0353,八月三十日发布的一份券商研报指出,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0353.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0354,对比广州投入的一千二百亿元,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0354.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0355,预计杭州举办亚运会的投入将只多不少,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0355.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0356,围绕亚运会进行的城市改造的资金投入,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0356.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0357,除了场馆建设维护亚运会运行资金外,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0357.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0358,主要用于城市面貌和环境改善,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0358.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0359,包括地铁建设城市道路桥梁和基础设施,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0359.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0360,以及环境综合整治工业污水治理等经费,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0360.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0361,这一系列工程和项目的开展,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0361.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0362,有望首先令杭州以及浙江当地的基建上市公司获益,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0362.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0363,精工钢构亚厦股份杭钢股份等值得关注,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0363.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0364,多个杭州概念股已用逆市涨停来点赞,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0364.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0365,杭州申办代表团队核心成员中,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0365.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0366,还有杭州企业代表阿里巴巴集团副总裁金建杭,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0366.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0367,这届亚运会来到阿里巴巴总部,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0367.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0368,不办一届淘宝亚运会怎么说得过去,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0368.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0369,作为一个民营经济大省,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0369.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0370,浙江的民营企业有着极为灵敏的商业嗅觉,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0370.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0371,对于处于风口的体育产业,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0371.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0372,民间资本对其空前关注,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0372.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0373,阿里巴巴集团宣布成立阿里体育集团,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0373.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0374,以数字经济思维创新发展体育产业链,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0374.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0376,首次为体育产业设立集团公司,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0376.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0377,亚运会无疑是阿里体育发展的一个大平台,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0377.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0378,在仁川亚运会练了手,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0378.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0379,阿里有望借助亚运会布局,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0379.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0380,帮助用户将后端交易体系云计算大数据等基础设施,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0380.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0382,二零二二中国站上体育风口,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0382.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0383,随着亚运会花落杭州,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0383.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0384,中国在二零二二年将站在世界体育的风口,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0384.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0385,杭州届时能否顺利起飞,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0385.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0386,两大综合性体育赛事花落中国,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0386.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0387,两大首尾呼应的盛会都有其特殊意义,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0387.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0388,浙江省体育局经济处主任王正璋说,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0388.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0389,体育产业总规模目标要超过五千亿元,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0389.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0390,这意味着八百亿的增量,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0390.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0391,亚运会来了世界杯何时来,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0391.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0392,更令人瞩目的足球世界杯何时能落户中国,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0392.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0393,也是体育迷关心的问题,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0393.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0395,在卡塔尔二零二二年举办世界杯后,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0395.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0396,中国最早也将等到二零三四年才能申办,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0396.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0397,在非洲举办过世界杯后,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0397.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0398,国际足联也一直都在关注,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0398.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0400,二零三四将是中国的最佳时机,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0400.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0401,但中国民间声音虽大,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0401.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0402,过去却尚未有过正式的书面申请,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0402.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0403,政府也没有过明确表示,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0403.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0404,直直盯着前方,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0404.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0405,海报最有创意的地方,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0405.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0406,还是他的领带,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0406.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0407,这条领带的另一端变成了导火索,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0407.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0408,过去关咏荷为了女儿息影,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0408.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0409,如今虽然复出但还是以家庭为重,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0409.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0410,搜狐娱乐讯据香港媒体报道,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0410.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0411,关咏荷日前出席护眼活动,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0411.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0412,她透露日前以大使身份到四川探访眼疾病童四日,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0412.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0414,关咏荷自曝曾打算带女儿同行女儿这么大了,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0414.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
aishell_BAC009S0002W0415,我有想过带她去,data/external/aishell/wav/train/S0002/train/S0002/BAC009S0002W0415.wav,S0002,train,native,,Imported from AISHELL-style Mandarin read speech.
