slot_id,text,speaker_id,split,target_label,target_issue,audio_filename,notes
proto_0220,我喜欢普通话,s020,test,tone_issue,tone_issue,data/audio/proto_0220.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0221,你好,s021,train,initial_issue,initial_issue,data/audio/proto_0221.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0222,谢谢,s022,train,final_issue,final_issue,data/audio/proto_0222.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0223,朋友,s023,train,unclear,unclear,data/audio/proto_0223.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0224,我很好,s024,train,timing_issue,timing_issue,data/audio/proto_0224.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0225,我要吃饭,s025,train,good,,data/audio/proto_0225.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0226,我要喝水,s026,train,good,,data/audio/proto_0226.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0227,我想吃饭,s027,train,good,,data/audio/proto_0227.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0228,请再说一遍,s028,train,tone_issue,tone_issue,data/audio/proto_0228.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0229,今天很好,s029,val,initial_issue,initial_issue,data/audio/proto_0229.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0230,明天见,s030,test,final_issue,final_issue,data/audio/proto_0230.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0231,老师你好,s031,train,unclear,unclear,data/audio/proto_0231.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0232,我学习中文,s032,train,timing_issue,timing_issue,data/audio/proto_0232.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0233,这个很难,s033,train,good,,data/audio/proto_0233.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0234,请慢一点,s034,train,good,,data/audio/proto_0234.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0235,我听不懂,s035,train,good,,data/audio/proto_0235.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0236,现在几点,s036,train,tone_issue,tone_issue,data/audio/proto_0236.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0237,我要去学校,s037,train,initial_issue,initial_issue,data/audio/proto_0237.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0238,你说得很好,s038,train,final_issue,final_issue,data/audio/proto_0238.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0239,请帮我练习,s039,val,unclear,unclear,data/audio/proto_0239.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0240,我喜欢普通话,s040,test,timing_issue,timing_issue,data/audio/proto_0240.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0241,你好,s041,train,good,,data/audio/proto_0241.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0242,谢谢,s042,train,good,,data/audio/proto_0242.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0243,朋友,s043,train,good,,data/audio/proto_0243.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0244,我很好,s044,train,tone_issue,tone_issue,data/audio/proto_0244.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0245,我要吃饭,s045,train,initial_issue,initial_issue,data/audio/proto_0245.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0246,我要喝水,s046,train,final_issue,final_issue,data/audio/proto_0246.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0247,我想吃饭,s047,train,unclear,unclear,data/audio/proto_0247.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0248,请再说一遍,s048,train,timing_issue,timing_issue,data/audio/proto_0248.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0249,今天很好,s049,val,good,,data/audio/proto_0249.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0250,明天见,s050,test,good,,data/audio/proto_0250.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0251,老师你好,s001,train,good,,data/audio/proto_0251.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0252,我学习中文,s002,train,tone_issue,tone_issue,data/audio/proto_0252.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0253,这个很难,s003,train,initial_issue,initial_issue,data/audio/proto_0253.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0254,请慢一点,s004,train,final_issue,final_issue,data/audio/proto_0254.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0255,我听不懂,s005,train,unclear,unclear,data/audio/proto_0255.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0256,现在几点,s006,train,timing_issue,timing_issue,data/audio/proto_0256.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0257,我要去学校,s007,train,good,,data/audio/proto_0257.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0258,你说得很好,s008,train,good,,data/audio/proto_0258.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0259,请帮我练习,s009,val,good,,data/audio/proto_0259.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0260,我喜欢普通话,s010,test,tone_issue,tone_issue,data/audio/proto_0260.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0261,你好,s011,train,initial_issue,initial_issue,data/audio/proto_0261.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0262,谢谢,s012,train,final_issue,final_issue,data/audio/proto_0262.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0263,朋友,s013,train,unclear,unclear,data/audio/proto_0263.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0264,我很好,s014,train,timing_issue,timing_issue,data/audio/proto_0264.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0265,我要吃饭,s015,train,good,,data/audio/proto_0265.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0266,我要喝水,s016,train,good,,data/audio/proto_0266.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0267,我想吃饭,s017,train,good,,data/audio/proto_0267.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0268,请再说一遍,s018,train,tone_issue,tone_issue,data/audio/proto_0268.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0269,今天很好,s019,val,initial_issue,initial_issue,data/audio/proto_0269.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0270,明天见,s020,test,final_issue,final_issue,data/audio/proto_0270.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0271,老师你好,s021,train,unclear,unclear,data/audio/proto_0271.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0272,我学习中文,s022,train,timing_issue,timing_issue,data/audio/proto_0272.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0273,这个很难,s023,train,good,,data/audio/proto_0273.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0274,请慢一点,s024,train,good,,data/audio/proto_0274.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0275,我听不懂,s025,train,good,,data/audio/proto_0275.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0276,现在几点,s026,train,tone_issue,tone_issue,data/audio/proto_0276.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0277,我要去学校,s027,train,initial_issue,initial_issue,data/audio/proto_0277.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0278,你说得很好,s028,train,final_issue,final_issue,data/audio/proto_0278.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0279,请帮我练习,s029,val,unclear,unclear,data/audio/proto_0279.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0280,我喜欢普通话,s030,test,timing_issue,timing_issue,data/audio/proto_0280.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0281,你好,s031,train,good,,data/audio/proto_0281.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0282,谢谢,s032,train,good,,data/audio/proto_0282.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0283,朋友,s033,train,good,,data/audio/proto_0283.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0284,我很好,s034,train,tone_issue,tone_issue,data/audio/proto_0284.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0285,我要吃饭,s035,train,initial_issue,initial_issue,data/audio/proto_0285.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0286,我要喝水,s036,train,final_issue,final_issue,data/audio/proto_0286.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0287,我想吃饭,s037,train,unclear,unclear,data/audio/proto_0287.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0288,请再说一遍,s038,train,timing_issue,timing_issue,data/audio/proto_0288.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0289,今天很好,s039,val,good,,data/audio/proto_0289.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0290,明天见,s040,test,good,,data/audio/proto_0290.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0291,老师你好,s041,train,good,,data/audio/proto_0291.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0292,我学习中文,s042,train,tone_issue,tone_issue,data/audio/proto_0292.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0293,这个很难,s043,train,initial_issue,initial_issue,data/audio/proto_0293.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0294,请慢一点,s044,train,final_issue,final_issue,data/audio/proto_0294.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0295,我听不懂,s045,train,unclear,unclear,data/audio/proto_0295.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0296,现在几点,s046,train,timing_issue,timing_issue,data/audio/proto_0296.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0297,我要去学校,s047,train,good,,data/audio/proto_0297.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0298,你说得很好,s048,train,good,,data/audio/proto_0298.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0299,请帮我练习,s049,val,good,,data/audio/proto_0299.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0300,我喜欢普通话,s050,test,tone_issue,tone_issue,data/audio/proto_0300.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0301,你好,s001,train,initial_issue,initial_issue,data/audio/proto_0301.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0302,谢谢,s002,train,final_issue,final_issue,data/audio/proto_0302.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0303,朋友,s003,train,unclear,unclear,data/audio/proto_0303.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0304,我很好,s004,train,timing_issue,timing_issue,data/audio/proto_0304.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0305,我要吃饭,s005,train,good,,data/audio/proto_0305.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0306,我要喝水,s006,train,good,,data/audio/proto_0306.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0307,我想吃饭,s007,train,good,,data/audio/proto_0307.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0308,请再说一遍,s008,train,tone_issue,tone_issue,data/audio/proto_0308.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0309,今天很好,s009,val,initial_issue,initial_issue,data/audio/proto_0309.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0310,明天见,s010,test,final_issue,final_issue,data/audio/proto_0310.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0311,老师你好,s011,train,unclear,unclear,data/audio/proto_0311.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0312,我学习中文,s012,train,timing_issue,timing_issue,data/audio/proto_0312.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0313,这个很难,s013,train,good,,data/audio/proto_0313.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0314,请慢一点,s014,train,good,,data/audio/proto_0314.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0315,我听不懂,s015,train,good,,data/audio/proto_0315.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0316,现在几点,s016,train,tone_issue,tone_issue,data/audio/proto_0316.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0317,我要去学校,s017,train,initial_issue,initial_issue,data/audio/proto_0317.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0318,你说得很好,s018,train,final_issue,final_issue,data/audio/proto_0318.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0319,请帮我练习,s019,val,unclear,unclear,data/audio/proto_0319.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0320,我喜欢普通话,s020,test,timing_issue,timing_issue,data/audio/proto_0320.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0321,你好,s021,train,good,,data/audio/proto_0321.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0322,谢谢,s022,train,good,,data/audio/proto_0322.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0323,朋友,s023,train,good,,data/audio/proto_0323.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0324,我很好,s024,train,tone_issue,tone_issue,data/audio/proto_0324.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0325,我要吃饭,s025,train,initial_issue,initial_issue,data/audio/proto_0325.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0326,我要喝水,s026,train,final_issue,final_issue,data/audio/proto_0326.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0327,我想吃饭,s027,train,unclear,unclear,data/audio/proto_0327.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0328,请再说一遍,s028,train,timing_issue,timing_issue,data/audio/proto_0328.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0329,今天很好,s029,val,good,,data/audio/proto_0329.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0330,明天见,s030,test,good,,data/audio/proto_0330.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0331,老师你好,s031,train,good,,data/audio/proto_0331.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0332,我学习中文,s032,train,tone_issue,tone_issue,data/audio/proto_0332.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0333,这个很难,s033,train,initial_issue,initial_issue,data/audio/proto_0333.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0334,请慢一点,s034,train,final_issue,final_issue,data/audio/proto_0334.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0335,我听不懂,s035,train,unclear,unclear,data/audio/proto_0335.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0336,现在几点,s036,train,timing_issue,timing_issue,data/audio/proto_0336.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0337,我要去学校,s037,train,good,,data/audio/proto_0337.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0338,你说得很好,s038,train,good,,data/audio/proto_0338.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0339,请帮我练习,s039,val,good,,data/audio/proto_0339.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0340,我喜欢普通话,s040,test,tone_issue,tone_issue,data/audio/proto_0340.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0341,你好,s041,train,initial_issue,initial_issue,data/audio/proto_0341.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0342,谢谢,s042,train,final_issue,final_issue,data/audio/proto_0342.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0343,朋友,s043,train,unclear,unclear,data/audio/proto_0343.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0344,我很好,s044,train,timing_issue,timing_issue,data/audio/proto_0344.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0345,我要吃饭,s045,train,good,,data/audio/proto_0345.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0346,我要喝水,s046,train,good,,data/audio/proto_0346.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0347,我想吃饭,s047,train,good,,data/audio/proto_0347.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0348,请再说一遍,s048,train,tone_issue,tone_issue,data/audio/proto_0348.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0349,今天很好,s049,val,initial_issue,initial_issue,data/audio/proto_0349.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0350,明天见,s050,test,final_issue,final_issue,data/audio/proto_0350.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0351,老师你好,s001,train,unclear,unclear,data/audio/proto_0351.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0352,我学习中文,s002,train,timing_issue,timing_issue,data/audio/proto_0352.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0353,这个很难,s003,train,good,,data/audio/proto_0353.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0354,请慢一点,s004,train,good,,data/audio/proto_0354.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0355,我听不懂,s005,train,good,,data/audio/proto_0355.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0356,现在几点,s006,train,tone_issue,tone_issue,data/audio/proto_0356.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0357,我要去学校,s007,train,initial_issue,initial_issue,data/audio/proto_0357.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0358,你说得很好,s008,train,final_issue,final_issue,data/audio/proto_0358.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0359,请帮我练习,s009,val,unclear,unclear,data/audio/proto_0359.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0360,我喜欢普通话,s010,test,timing_issue,timing_issue,data/audio/proto_0360.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0361,你好,s011,train,good,,data/audio/proto_0361.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0362,谢谢,s012,train,good,,data/audio/proto_0362.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0363,朋友,s013,train,good,,data/audio/proto_0363.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0364,我很好,s014,train,tone_issue,tone_issue,data/audio/proto_0364.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0365,我要吃饭,s015,train,initial_issue,initial_issue,data/audio/proto_0365.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0366,我要喝水,s016,train,final_issue,final_issue,data/audio/proto_0366.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0367,我想吃饭,s017,train,unclear,unclear,data/audio/proto_0367.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0368,请再说一遍,s018,train,timing_issue,timing_issue,data/audio/proto_0368.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0369,今天很好,s019,val,good,,data/audio/proto_0369.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0370,明天见,s020,test,good,,data/audio/proto_0370.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0371,老师你好,s021,train,good,,data/audio/proto_0371.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0372,我学习中文,s022,train,tone_issue,tone_issue,data/audio/proto_0372.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0373,这个很难,s023,train,initial_issue,initial_issue,data/audio/proto_0373.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0374,请慢一点,s024,train,final_issue,final_issue,data/audio/proto_0374.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0375,我听不懂,s025,train,unclear,unclear,data/audio/proto_0375.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0376,现在几点,s026,train,timing_issue,timing_issue,data/audio/proto_0376.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0377,我要去学校,s027,train,good,,data/audio/proto_0377.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0378,你说得很好,s028,train,good,,data/audio/proto_0378.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0379,请帮我练习,s029,val,good,,data/audio/proto_0379.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0380,我喜欢普通话,s030,test,tone_issue,tone_issue,data/audio/proto_0380.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0381,你好,s031,train,initial_issue,initial_issue,data/audio/proto_0381.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0382,谢谢,s032,train,final_issue,final_issue,data/audio/proto_0382.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0383,朋友,s033,train,unclear,unclear,data/audio/proto_0383.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0384,我很好,s034,train,timing_issue,timing_issue,data/audio/proto_0384.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0385,我要吃饭,s035,train,good,,data/audio/proto_0385.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0386,我要喝水,s036,train,good,,data/audio/proto_0386.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0387,我想吃饭,s037,train,good,,data/audio/proto_0387.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0388,请再说一遍,s038,train,tone_issue,tone_issue,data/audio/proto_0388.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0389,今天很好,s039,val,initial_issue,initial_issue,data/audio/proto_0389.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0390,明天见,s040,test,final_issue,final_issue,data/audio/proto_0390.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0391,老师你好,s041,train,unclear,unclear,data/audio/proto_0391.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0392,我学习中文,s042,train,timing_issue,timing_issue,data/audio/proto_0392.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0393,这个很难,s043,train,good,,data/audio/proto_0393.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0394,请慢一点,s044,train,good,,data/audio/proto_0394.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0395,我听不懂,s045,train,good,,data/audio/proto_0395.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0396,现在几点,s046,train,tone_issue,tone_issue,data/audio/proto_0396.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0397,我要去学校,s047,train,initial_issue,initial_issue,data/audio/proto_0397.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0398,你说得很好,s048,train,final_issue,final_issue,data/audio/proto_0398.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0399,请帮我练习,s049,val,unclear,unclear,data/audio/proto_0399.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0400,我喜欢普通话,s050,test,timing_issue,timing_issue,data/audio/proto_0400.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0401,你好,s001,train,good,,data/audio/proto_0401.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0402,谢谢,s002,train,good,,data/audio/proto_0402.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0403,朋友,s003,train,good,,data/audio/proto_0403.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0404,我很好,s004,train,tone_issue,tone_issue,data/audio/proto_0404.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0405,我要吃饭,s005,train,initial_issue,initial_issue,data/audio/proto_0405.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0406,我要喝水,s006,train,final_issue,final_issue,data/audio/proto_0406.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0407,我想吃饭,s007,train,unclear,unclear,data/audio/proto_0407.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0408,请再说一遍,s008,train,timing_issue,timing_issue,data/audio/proto_0408.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0409,今天很好,s009,val,good,,data/audio/proto_0409.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0410,明天见,s010,test,good,,data/audio/proto_0410.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0411,老师你好,s011,train,good,,data/audio/proto_0411.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0412,我学习中文,s012,train,tone_issue,tone_issue,data/audio/proto_0412.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0413,这个很难,s013,train,initial_issue,initial_issue,data/audio/proto_0413.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0414,请慢一点,s014,train,final_issue,final_issue,data/audio/proto_0414.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0415,我听不懂,s015,train,unclear,unclear,data/audio/proto_0415.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0416,现在几点,s016,train,timing_issue,timing_issue,data/audio/proto_0416.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0417,我要去学校,s017,train,good,,data/audio/proto_0417.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0418,你说得很好,s018,train,good,,data/audio/proto_0418.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0419,请帮我练习,s019,val,good,,data/audio/proto_0419.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0420,我喜欢普通话,s020,test,tone_issue,tone_issue,data/audio/proto_0420.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0421,你好,s021,train,initial_issue,initial_issue,data/audio/proto_0421.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0422,谢谢,s022,train,final_issue,final_issue,data/audio/proto_0422.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0423,朋友,s023,train,unclear,unclear,data/audio/proto_0423.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0424,我很好,s024,train,timing_issue,timing_issue,data/audio/proto_0424.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0425,我要吃饭,s025,train,good,,data/audio/proto_0425.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0426,我要喝水,s026,train,good,,data/audio/proto_0426.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0427,我想吃饭,s027,train,good,,data/audio/proto_0427.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0428,请再说一遍,s028,train,tone_issue,tone_issue,data/audio/proto_0428.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0429,今天很好,s029,val,initial_issue,initial_issue,data/audio/proto_0429.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0430,明天见,s030,test,final_issue,final_issue,data/audio/proto_0430.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0431,老师你好,s031,train,unclear,unclear,data/audio/proto_0431.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0432,我学习中文,s032,train,timing_issue,timing_issue,data/audio/proto_0432.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0433,这个很难,s033,train,good,,data/audio/proto_0433.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0434,请慢一点,s034,train,good,,data/audio/proto_0434.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0435,我听不懂,s035,train,good,,data/audio/proto_0435.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0436,现在几点,s036,train,tone_issue,tone_issue,data/audio/proto_0436.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0437,我要去学校,s037,train,initial_issue,initial_issue,data/audio/proto_0437.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0438,你说得很好,s038,train,final_issue,final_issue,data/audio/proto_0438.wav,Record one clean take for good slots; record the named learner issue for issue slots.
